Entry	Nuc_Genomic_EMBL_ID_1	Nuc_Genomic_EMBL_Link_1	Nuc_Genomic_EMBL_ID_2	Nuc_Genomic_EMBL_Link_2	Nuc_Genomic_EMBL_ID_3	Nuc_Genomic_EMBL_Link_3	Nuc_Genomic_EMBL_ID_4	Nuc_Genomic_EMBL_Link_4	Nuc_Genomic_EMBL_ID_5	Nuc_Genomic_EMBL_Link_5	Nuc_Genomic_EMBL_ID_6	Nuc_Genomic_EMBL_Link_6	Nuc_Genomic_EMBL_ID_7	Nuc_Genomic_EMBL_Link_7	Nuc_Genomic_EMBL_ID_8	Nuc_Genomic_EMBL_Link_8	Nuc_Genomic_EMBL_ID_9	Nuc_Genomic_EMBL_Link_9	Nuc_Genomic_EMBL_ID_10	Nuc_Genomic_EMBL_Link_10	Nuc_Genomic_EMBL_ID_11	Nuc_Genomic_EMBL_Link_11	Nuc_Genomic_EMBL_ID_12	Nuc_Genomic_EMBL_Link_12	Nuc_Genomic_EMBL_ID_13	Nuc_Genomic_EMBL_Link_13	Nuc_Genomic_EMBL_ID_14	Nuc_Genomic_EMBL_Link_14	Nuc_mRNA_EMBL_ID_1	Nuc_mRNA_EMBL_Link_1	Nuc_mRNA_EMBL_ID_2	Nuc_mRNA_EMBL_Link_2	Nuc_mRNA_EMBL_ID_3	Nuc_mRNA_EMBL_Link_3	Nuc_mRNA_EMBL_ID_4	Nuc_mRNA_EMBL_Link_4	Nuc_mRNA_EMBL_ID_5	Nuc_mRNA_EMBL_Link_5	Nuc_mRNA_EMBL_ID_6	Nuc_mRNA_EMBL_Link_6	Nuc_mRNA_EMBL_ID_7	Nuc_mRNA_EMBL_Link_7	Nuc_mRNA_EMBL_ID_8	Nuc_mRNA_EMBL_Link_8	Nuc_mRNA_EMBL_ID_9	Nuc_mRNA_EMBL_Link_9	Nuc_mRNA_EMBL_ID_10	Nuc_mRNA_EMBL_Link_10	Nuc_mRNA_EMBL_ID_11	Nuc_mRNA_EMBL_Link_11	Nuc_mRNA_EMBL_ID_12	Nuc_mRNA_EMBL_Link_12	Nuc_mRNA_EMBL_ID_13	Nuc_mRNA_EMBL_Link_13	Nuc_mRNA_EMBL_ID_14	Nuc_mRNA_EMBL_Link_14	Nuc_mRNA_EMBL_ID_15	Nuc_mRNA_EMBL_Link_15	Prot_EMBL_ORF_ID_1	Prot_EMBL_ORF_Link_1	Prot_EMBL_ORF_ID_2	Prot_EMBL_ORF_Link_2	Prot_EMBL_ORF_ID_3	Prot_EMBL_ORF_Link_3	Prot_EMBL_ORF_ID_4	Prot_EMBL_ORF_Link_4	Prot_EMBL_ORF_ID_5	Prot_EMBL_ORF_Link_5	Prot_EMBL_ORF_ID_6	Prot_EMBL_ORF_Link_6	Prot_EMBL_ORF_ID_7	Prot_EMBL_ORF_Link_7	Prot_EMBL_ORF_ID_8	Prot_EMBL_ORF_Link_8	Prot_EMBL_ORF_ID_9	Prot_EMBL_ORF_Link_9	Prot_EMBL_ORF_ID_10	Prot_EMBL_ORF_Link_10	Prot_EMBL_ORF_ID_11	Prot_EMBL_ORF_Link_11	Prot_EMBL_ORF_ID_12	Prot_EMBL_ORF_Link_12	Prot_EMBL_ORF_ID_13	Prot_EMBL_ORF_Link_13	Prot_EMBL_ORF_ID_14	Prot_EMBL_ORF_Link_14	Prot_EMBL_ORF_ID_15	Prot_EMBL_ORF_Link_15	Prot_EMBL_ORF_ID_16	Prot_EMBL_ORF_Link_16	Prot_EMBL_ORF_ID_17	Prot_EMBL_ORF_Link_17	Prot_EMBL_ORF_ID_18	Prot_EMBL_ORF_Link_18	Prot_EMBL_ORF_ID_19	Prot_EMBL_ORF_Link_19	Prot_EMBL_ORF_ID_20	Prot_EMBL_ORF_Link_20	Prot_EMBL_ORF_ID_21	Prot_EMBL_ORF_Link_21	Prot_EMBL_ORF_ID_22	Prot_EMBL_ORF_Link_22	Prot_EMBL_ORF_ID_23	Prot_EMBL_ORF_Link_23	Prot_EMBL_ORF_ID_24	Prot_EMBL_ORF_Link_24	Prot_EMBL_ORF_ID_25	Prot_EMBL_ORF_Link_25	Prot_EMBL_ORF_ID_26	Prot_EMBL_ORF_Link_26	Prot_RefSeq_ID_1	Prot_RefSeq_NucID_1	Prot_RefSeq_ProteinLink_1	Prot_RefSeq_NucLink_1	Prot_RefSeq_ID_2	Prot_RefSeq_NucID_2	Prot_RefSeq_ProteinLink_2	Prot_RefSeq_NucLink_2	Prot_RefSeq_ID_3	Prot_RefSeq_NucID_3	Prot_RefSeq_ProteinLink_3	Prot_RefSeq_NucLink_3	Prot_RefSeq_ID_4	Prot_RefSeq_NucID_4	Prot_RefSeq_ProteinLink_4	Prot_RefSeq_NucLink_4	Prot_RefSeq_ID_5	Prot_RefSeq_NucID_5	Prot_RefSeq_ProteinLink_5	Prot_RefSeq_NucLink_5	Prot_RefSeq_ID_6	Prot_RefSeq_NucID_6	Prot_RefSeq_ProteinLink_6	Prot_RefSeq_NucLink_6	Prot_RefSeq_ID_7	Prot_RefSeq_NucID_7	Prot_RefSeq_ProteinLink_7	Prot_RefSeq_NucLink_7	Prot_RefSeq_ID_8	Prot_RefSeq_NucID_8	Prot_RefSeq_ProteinLink_8	Prot_RefSeq_NucLink_8	Prot_RefSeq_ID_9	Prot_RefSeq_NucID_9	Prot_RefSeq_ProteinLink_9	Prot_RefSeq_NucLink_9	Prot_RefSeq_ID_10	Prot_RefSeq_NucID_10	Prot_RefSeq_ProteinLink_10	Prot_RefSeq_NucLink_10	Prot_RefSeq_ID_11	Prot_RefSeq_NucID_11	Prot_RefSeq_ProteinLink_11	Prot_RefSeq_NucLink_11
Q38710	AF326516	https://www.ebi.ac.uk/ena/browser/view/AF326516																											U50768	https://www.ebi.ac.uk/ena/browser/view/U50768																													AAB05407.1	https://www.ebi.ac.uk/ena/browser/view/AAB05407.1	AAK83563.1	https://www.ebi.ac.uk/ena/browser/view/AAK83563.1																																																																																												
Q38802	AC004044	https://www.ebi.ac.uk/ena/browser/view/AC004044	AL161495	https://www.ebi.ac.uk/ena/browser/view/AL161495	CP002687	https://www.ebi.ac.uk/ena/browser/view/CP002687																							U11034	https://www.ebi.ac.uk/ena/browser/view/U11034																													AAA53632.1	https://www.ebi.ac.uk/ena/browser/view/AAA53632.1	AAD15334.1	https://www.ebi.ac.uk/ena/browser/view/AAD15334.1	CAB77763.1	https://www.ebi.ac.uk/ena/browser/view/CAB77763.1	AEE82229.1	https://www.ebi.ac.uk/ena/browser/view/AEE82229.1	NP_192187.1	https://www.ncbi.nlm.nih.gov/protein/NP_192187.1																																											NP_192187.1	NM_116512.2	https://www.ncbi.nlm.nih.gov/protein/NP_192187.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_116512.2																																								
Q40577																																																											AAA19216.1	https://www.ebi.ac.uk/ena/browser/view/AAA19216.1																																																																																														
Q41771	CM007647	https://www.ebi.ac.uk/ena/browser/view/CM007647																											L37750	https://www.ebi.ac.uk/ena/browser/view/L37750																													AAA73960.1	https://www.ebi.ac.uk/ena/browser/view/AAA73960.1	ONM06422.1	https://www.ebi.ac.uk/ena/browser/view/ONM06422.1	NP_001105329.3	https://www.ncbi.nlm.nih.gov/protein/NP_001105329.3																																															NP_001105329.3	NM_001111859.3	https://www.ncbi.nlm.nih.gov/protein/NP_001105329.3	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001111859.3																																								
Q49SP3	DQ355151	https://www.ebi.ac.uk/ena/browser/view/DQ355151																											AY508730	https://www.ebi.ac.uk/ena/browser/view/AY508730																													AAS86323.1	https://www.ebi.ac.uk/ena/browser/view/AAS86323.1	ABC87816.1	https://www.ebi.ac.uk/ena/browser/view/ABC87816.1																																																																																												
Q4KSH9	AB024024	https://www.ebi.ac.uk/ena/browser/view/AB024024	CP002688	https://www.ebi.ac.uk/ena/browser/view/CP002688																									AY876386	https://www.ebi.ac.uk/ena/browser/view/AY876386	BT030324	https://www.ebi.ac.uk/ena/browser/view/BT030324																											AAX59990.1	https://www.ebi.ac.uk/ena/browser/view/AAX59990.1	BAA98116.1	https://www.ebi.ac.uk/ena/browser/view/BAA98116.1	AED95140.1	https://www.ebi.ac.uk/ena/browser/view/AED95140.1	ABO09887.1	https://www.ebi.ac.uk/ena/browser/view/ABO09887.1	NP_199276.1	https://www.ncbi.nlm.nih.gov/protein/NP_199276.1																																											NP_199276.1	NM_123830.3	https://www.ncbi.nlm.nih.gov/protein/NP_199276.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_123830.3																																								
Q4U3F6	EU443250	https://www.ebi.ac.uk/ena/browser/view/EU443250																											DQ016668	https://www.ebi.ac.uk/ena/browser/view/DQ016668																													AAY41422.2	https://www.ebi.ac.uk/ena/browser/view/AAY41422.2	ACA33926.1	https://www.ebi.ac.uk/ena/browser/view/ACA33926.1																																																																																												
Q4WBI4	AAHF01000014	https://www.ebi.ac.uk/ena/browser/view/AAHF01000014																																																									EAL84928.1	https://www.ebi.ac.uk/ena/browser/view/EAL84928.1	XP_746966.1	https://www.ncbi.nlm.nih.gov/protein/XP_746966.1																																																	XP_746966.1	XM_741873.1	https://www.ncbi.nlm.nih.gov/protein/XP_746966.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_741873.1																																								
Q4WR16	AAHF01000005	https://www.ebi.ac.uk/ena/browser/view/AAHF01000005																																																									EAL89318.1	https://www.ebi.ac.uk/ena/browser/view/EAL89318.1	XP_751356.1	https://www.ncbi.nlm.nih.gov/protein/XP_751356.1																																																	XP_751356.1	XM_746263.1	https://www.ncbi.nlm.nih.gov/protein/XP_751356.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746263.1																																								
Q50L36																													AB198180	https://www.ebi.ac.uk/ena/browser/view/AB198180																													BAD98243.1	https://www.ebi.ac.uk/ena/browser/view/BAD98243.1																																																																																														
Q55012	HQ292066	https://www.ebi.ac.uk/ena/browser/view/HQ292066																																																									AAA19131.1	https://www.ebi.ac.uk/ena/browser/view/AAA19131.1	ADO85594.1	https://www.ebi.ac.uk/ena/browser/view/ADO85594.1																																																																																												
Q56RZ3	AY742905	https://www.ebi.ac.uk/ena/browser/view/AY742905	JN613320	https://www.ebi.ac.uk/ena/browser/view/JN613320																																																							AAW88514.1	https://www.ebi.ac.uk/ena/browser/view/AAW88514.1	AFO85411.1	https://www.ebi.ac.uk/ena/browser/view/AFO85411.1																																																																																												
Q56RZ7	AY742903	https://www.ebi.ac.uk/ena/browser/view/AY742903																																																									AAW88510.1	https://www.ebi.ac.uk/ena/browser/view/AAW88510.1																																																																																														
Q5AR34	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172																																																							CBF87240.1	https://www.ebi.ac.uk/ena/browser/view/CBF87240.1	EAA66313.1	https://www.ebi.ac.uk/ena/browser/view/EAA66313.1	XP_682515.1	https://www.ncbi.nlm.nih.gov/protein/XP_682515.1																																															XP_682515.1	XM_677423.1	https://www.ncbi.nlm.nih.gov/protein/XP_682515.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677423.1																																								
Q5ATJ7	BN001305	https://www.ebi.ac.uk/ena/browser/view/BN001305	AACD01000153	https://www.ebi.ac.uk/ena/browser/view/AACD01000153																																																							CBF80428.1	https://www.ebi.ac.uk/ena/browser/view/CBF80428.1	EAA67005.1	https://www.ebi.ac.uk/ena/browser/view/EAA67005.1	XP_681652.1	https://www.ncbi.nlm.nih.gov/protein/XP_681652.1																																															XP_681652.1	XM_676560.1	https://www.ncbi.nlm.nih.gov/protein/XP_681652.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_676560.1																																								
Q5GJ59	CM007647	https://www.ebi.ac.uk/ena/browser/view/CM007647																											AY518316	https://www.ebi.ac.uk/ena/browser/view/AY518316	EU954571	https://www.ebi.ac.uk/ena/browser/view/EU954571																											AAS88577.1	https://www.ebi.ac.uk/ena/browser/view/AAS88577.1	ONM04668.1	https://www.ebi.ac.uk/ena/browser/view/ONM04668.1	ACG26689.1	https://www.ebi.ac.uk/ena/browser/view/ACG26689.1	NP_001105249.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105249.1																																													NP_001105249.1	NM_001111779.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105249.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001111779.1																																								
Q5GJ60	CM000786	https://www.ebi.ac.uk/ena/browser/view/CM000786																											AY647253	https://www.ebi.ac.uk/ena/browser/view/AY647253	AY518315	https://www.ebi.ac.uk/ena/browser/view/AY518315																											AAT70085.1	https://www.ebi.ac.uk/ena/browser/view/AAT70085.1	AAS88576.1	https://www.ebi.ac.uk/ena/browser/view/AAS88576.1	AQK40792.1	https://www.ebi.ac.uk/ena/browser/view/AQK40792.1	AQK40795.1	https://www.ebi.ac.uk/ena/browser/view/AQK40795.1	NP_001105674.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105674.1																																											NP_001105674.1	NM_001112204.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105674.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001112204.1																																								
Q5UB07																													AY766248	https://www.ebi.ac.uk/ena/browser/view/AY766248	BT052958	https://www.ebi.ac.uk/ena/browser/view/BT052958																											AAV36465.1	https://www.ebi.ac.uk/ena/browser/view/AAV36465.1	ACJ85620.1	https://www.ebi.ac.uk/ena/browser/view/ACJ85620.1																																																																																												
Q672V6	AY559849	https://www.ebi.ac.uk/ena/browser/view/AY559849																																																									AAT65717.1	https://www.ebi.ac.uk/ena/browser/view/AAT65717.1																																																																																														
Q6JD70																													AY518313	https://www.ebi.ac.uk/ena/browser/view/AY518313																													AAS88574.1	https://www.ebi.ac.uk/ena/browser/view/AAS88574.1																																																																																														
Q6JD73	CM000786	https://www.ebi.ac.uk/ena/browser/view/CM000786																											AY518310	https://www.ebi.ac.uk/ena/browser/view/AY518310																													AAS88571.1	https://www.ebi.ac.uk/ena/browser/view/AAS88571.1	AQK41278.1	https://www.ebi.ac.uk/ena/browser/view/AQK41278.1																																																																																												
Q6USK1																													AY362553	https://www.ebi.ac.uk/ena/browser/view/AY362553																													AAR11765.1	https://www.ebi.ac.uk/ena/browser/view/AAR11765.1																																																																																														
Q6XDB5																													AY237645	https://www.ebi.ac.uk/ena/browser/view/AY237645	BT071578	https://www.ebi.ac.uk/ena/browser/view/BT071578																											AAP72020.1	https://www.ebi.ac.uk/ena/browser/view/AAP72020.1	ACN41031.1	https://www.ebi.ac.uk/ena/browser/view/ACN41031.1																																																																																												
Q84KL3																													AF543530	https://www.ebi.ac.uk/ena/browser/view/AF543530																													AAO61228.1	https://www.ebi.ac.uk/ena/browser/view/AAO61228.1																																																																																														
Q84KL6																													AF543527	https://www.ebi.ac.uk/ena/browser/view/AF543527																													AAO61225.1	https://www.ebi.ac.uk/ena/browser/view/AAO61225.1																																																																																														
Q84LB2	AY805408	https://www.ebi.ac.uk/ena/browser/view/AY805408	AY805409	https://www.ebi.ac.uk/ena/browser/view/AY805409	AY805410	https://www.ebi.ac.uk/ena/browser/view/AY805410	AY805413	https://www.ebi.ac.uk/ena/browser/view/AY805413	AY805414	https://www.ebi.ac.uk/ena/browser/view/AY805414	AY805415	https://www.ebi.ac.uk/ena/browser/view/AY805415	AY805416	https://www.ebi.ac.uk/ena/browser/view/AY805416	AY805417	https://www.ebi.ac.uk/ena/browser/view/AY805417	AY805418	https://www.ebi.ac.uk/ena/browser/view/AY805418	AY805419	https://www.ebi.ac.uk/ena/browser/view/AY805419	DQ901739	https://www.ebi.ac.uk/ena/browser/view/DQ901739							AY182241	https://www.ebi.ac.uk/ena/browser/view/AY182241	AY523409	https://www.ebi.ac.uk/ena/browser/view/AY523409	AY563622	https://www.ebi.ac.uk/ena/browser/view/AY563622	AY787633	https://www.ebi.ac.uk/ena/browser/view/AY787633	AY787634	https://www.ebi.ac.uk/ena/browser/view/AY787634	AY787635	https://www.ebi.ac.uk/ena/browser/view/AY787635	AY787636	https://www.ebi.ac.uk/ena/browser/view/AY787636	AY787638	https://www.ebi.ac.uk/ena/browser/view/AY787638	AY787639	https://www.ebi.ac.uk/ena/browser/view/AY787639	AY787640	https://www.ebi.ac.uk/ena/browser/view/AY787640	AY787641	https://www.ebi.ac.uk/ena/browser/view/AY787641									AAO22848.2	https://www.ebi.ac.uk/ena/browser/view/AAO22848.2	AAS01424.1	https://www.ebi.ac.uk/ena/browser/view/AAS01424.1	AAS68019.1	https://www.ebi.ac.uk/ena/browser/view/AAS68019.1	AAX19772.1	https://www.ebi.ac.uk/ena/browser/view/AAX19772.1	AAX19773.1	https://www.ebi.ac.uk/ena/browser/view/AAX19773.1	AAX19774.1	https://www.ebi.ac.uk/ena/browser/view/AAX19774.1	AAX19775.1	https://www.ebi.ac.uk/ena/browser/view/AAX19775.1	AAX19777.1	https://www.ebi.ac.uk/ena/browser/view/AAX19777.1	AAX19778.1	https://www.ebi.ac.uk/ena/browser/view/AAX19778.1	AAX19779.1	https://www.ebi.ac.uk/ena/browser/view/AAX19779.1	AAX19780.1	https://www.ebi.ac.uk/ena/browser/view/AAX19780.1	AAX21241.1	https://www.ebi.ac.uk/ena/browser/view/AAX21241.1	AAX21242.1	https://www.ebi.ac.uk/ena/browser/view/AAX21242.1	AAX21243.1	https://www.ebi.ac.uk/ena/browser/view/AAX21243.1	AAX21246.1	https://www.ebi.ac.uk/ena/browser/view/AAX21246.1	AAX21247.1	https://www.ebi.ac.uk/ena/browser/view/AAX21247.1	AAX21248.1	https://www.ebi.ac.uk/ena/browser/view/AAX21248.1	AAX21249.1	https://www.ebi.ac.uk/ena/browser/view/AAX21249.1	AAX21250.1	https://www.ebi.ac.uk/ena/browser/view/AAX21250.1	AAX21251.1	https://www.ebi.ac.uk/ena/browser/view/AAX21251.1	AAX21252.1	https://www.ebi.ac.uk/ena/browser/view/AAX21252.1	ABJ90485.1	https://www.ebi.ac.uk/ena/browser/view/ABJ90485.1	NP_001280822.1	https://www.ncbi.nlm.nih.gov/protein/NP_001280822.1							NP_001280822.1	NM_001293893.1	https://www.ncbi.nlm.nih.gov/protein/NP_001280822.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001293893.1																																								
Q84ND0																													AY195608	https://www.ebi.ac.uk/ena/browser/view/AY195608																													AAO41726.1	https://www.ebi.ac.uk/ena/browser/view/AAO41726.1																																																																																														
Q84UU4	AB009056	https://www.ebi.ac.uk/ena/browser/view/AB009056	CP002688	https://www.ebi.ac.uk/ena/browser/view/CP002688																									AF497491	https://www.ebi.ac.uk/ena/browser/view/AF497491	AJ544238	https://www.ebi.ac.uk/ena/browser/view/AJ544238																											AAO85539.1	https://www.ebi.ac.uk/ena/browser/view/AAO85539.1	CAD66638.1	https://www.ebi.ac.uk/ena/browser/view/CAD66638.1	BAB08719.1	https://www.ebi.ac.uk/ena/browser/view/BAB08719.1	AED93238.1	https://www.ebi.ac.uk/ena/browser/view/AED93238.1	AED93239.1	https://www.ebi.ac.uk/ena/browser/view/AED93239.1	NP_001190374.1	https://www.ncbi.nlm.nih.gov/protein/NP_001190374.1	NP_197784.2	https://www.ncbi.nlm.nih.gov/protein/NP_197784.2																																							NP_001190374.1	NM_001203445.1	https://www.ncbi.nlm.nih.gov/protein/NP_001190374.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001203445.1	NP_197784.2	NM_122301.4	https://www.ncbi.nlm.nih.gov/protein/NP_197784.2	https://www.ncbi.nlm.nih.gov/nucleotide/NM_122301.4																																				
Q84ZW8	CM007648	https://www.ebi.ac.uk/ena/browser/view/CM007648																											AF529266	https://www.ebi.ac.uk/ena/browser/view/AF529266	AF105149	https://www.ebi.ac.uk/ena/browser/view/AF105149																											AAO18435.1	https://www.ebi.ac.uk/ena/browser/view/AAO18435.1	ONM14044.1	https://www.ebi.ac.uk/ena/browser/view/ONM14044.1	AAD34319.1	https://www.ebi.ac.uk/ena/browser/view/AAD34319.1	NP_001105097.2	https://www.ncbi.nlm.nih.gov/protein/NP_001105097.2																																													NP_001105097.2	NM_001111627.2	https://www.ncbi.nlm.nih.gov/protein/NP_001105097.2	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001111627.2																																								
Q8BLN5																													AK044016	https://www.ebi.ac.uk/ena/browser/view/AK044016	AK078023	https://www.ebi.ac.uk/ena/browser/view/AK078023	BC029082	https://www.ebi.ac.uk/ena/browser/view/BC029082																									BAC31739.1	https://www.ebi.ac.uk/ena/browser/view/BAC31739.1	BAC37102.1	https://www.ebi.ac.uk/ena/browser/view/BAC37102.1	AAH29082.1	https://www.ebi.ac.uk/ena/browser/view/AAH29082.1	NP_666118.1	https://www.ncbi.nlm.nih.gov/protein/NP_666118.1																																													NP_666118.1	NM_146006.2	https://www.ncbi.nlm.nih.gov/protein/NP_666118.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_146006.2																																								
Q8GUE4																													AJ457070	https://www.ebi.ac.uk/ena/browser/view/AJ457070																													CAD29734.2	https://www.ebi.ac.uk/ena/browser/view/CAD29734.2																																																																																														
Q8VQF6	AF456128	https://www.ebi.ac.uk/ena/browser/view/AF456128																																																									AAL57614.1	https://www.ebi.ac.uk/ena/browser/view/AAL57614.1																																																																																														
Q8VZQ2	AC003970	https://www.ebi.ac.uk/ena/browser/view/AC003970	CP002684	https://www.ebi.ac.uk/ena/browser/view/CP002684																									AY519552	https://www.ebi.ac.uk/ena/browser/view/AY519552	AY063939	https://www.ebi.ac.uk/ena/browser/view/AY063939	AY096523	https://www.ebi.ac.uk/ena/browser/view/AY096523	AF062896	https://www.ebi.ac.uk/ena/browser/view/AF062896																							AAS10022.1	https://www.ebi.ac.uk/ena/browser/view/AAS10022.1	AAC33214.1	https://www.ebi.ac.uk/ena/browser/view/AAC33214.1	AEE28459.1	https://www.ebi.ac.uk/ena/browser/view/AEE28459.1	AAL36295.1	https://www.ebi.ac.uk/ena/browser/view/AAL36295.1	AAM20173.1	https://www.ebi.ac.uk/ena/browser/view/AAM20173.1	AAC83618.1	https://www.ebi.ac.uk/ena/browser/view/AAC83618.1	NP_172425.2	https://www.ncbi.nlm.nih.gov/protein/NP_172425.2																																							NP_172425.2	NM_100825.5	https://www.ncbi.nlm.nih.gov/protein/NP_172425.2	https://www.ncbi.nlm.nih.gov/nucleotide/NM_100825.5																																								
Q92206	D88252	https://www.ebi.ac.uk/ena/browser/view/D88252	U69674	https://www.ebi.ac.uk/ena/browser/view/U69674	CP017623	https://www.ebi.ac.uk/ena/browser/view/CP017623																																																					BAA13565.1	https://www.ebi.ac.uk/ena/browser/view/BAA13565.1	AAC49715.1	https://www.ebi.ac.uk/ena/browser/view/AAC49715.1	AOW26497.1	https://www.ebi.ac.uk/ena/browser/view/AOW26497.1	XP_711894.1	https://www.ncbi.nlm.nih.gov/protein/XP_711894.1																																													XP_711894.1	XM_706801.1	https://www.ncbi.nlm.nih.gov/protein/XP_711894.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_706801.1																																								
Q93YV0	AC002294	https://www.ebi.ac.uk/ena/browser/view/AC002294	CP002684	https://www.ebi.ac.uk/ena/browser/view/CP002684																									AF497492	https://www.ebi.ac.uk/ena/browser/view/AF497492	AY059757	https://www.ebi.ac.uk/ena/browser/view/AY059757	BT001960	https://www.ebi.ac.uk/ena/browser/view/BT001960																									AAO85540.1	https://www.ebi.ac.uk/ena/browser/view/AAO85540.1	AAB71482.1	https://www.ebi.ac.uk/ena/browser/view/AAB71482.1	AEE33784.1	https://www.ebi.ac.uk/ena/browser/view/AEE33784.1	AAL24105.1	https://www.ebi.ac.uk/ena/browser/view/AAL24105.1	AAN71959.1	https://www.ebi.ac.uk/ena/browser/view/AAN71959.1	NP_564772.1	https://www.ncbi.nlm.nih.gov/protein/NP_564772.1																																									NP_564772.1	NM_104793.3	https://www.ncbi.nlm.nih.gov/protein/NP_564772.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_104793.3																																								
Q94FM7																													AF368376	https://www.ebi.ac.uk/ena/browser/view/AF368376																													AAK62342.2	https://www.ebi.ac.uk/ena/browser/view/AAK62342.2	NP_001311564.1	https://www.ncbi.nlm.nih.gov/protein/NP_001311564.1																																																	NP_001311564.1	NM_001324635.1	https://www.ncbi.nlm.nih.gov/protein/NP_001311564.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001324635.1																																								
Q9AJE3	AB048795	https://www.ebi.ac.uk/ena/browser/view/AB048795																																																									BAB39207.1	https://www.ebi.ac.uk/ena/browser/view/BAB39207.1	WP_043911627.1	https://www.ncbi.nlm.nih.gov/protein/WP_043911627.1																																																	WP_043911627.1	NZ_JXZB01000002.1	https://www.ncbi.nlm.nih.gov/protein/WP_043911627.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_JXZB01000002.1																																								
Q9AR04	AF327527	https://www.ebi.ac.uk/ena/browser/view/AF327527	FJ432667	https://www.ebi.ac.uk/ena/browser/view/FJ432667	LC106014	https://www.ebi.ac.uk/ena/browser/view/LC106014	PKPP01006435	https://www.ebi.ac.uk/ena/browser/view/PKPP01006435	FJ613423	https://www.ebi.ac.uk/ena/browser/view/FJ613423																			AF138959	https://www.ebi.ac.uk/ena/browser/view/AF138959	AF327526	https://www.ebi.ac.uk/ena/browser/view/AF327526	AJ251751	https://www.ebi.ac.uk/ena/browser/view/AJ251751	AY006482	https://www.ebi.ac.uk/ena/browser/view/AY006482	DQ241826	https://www.ebi.ac.uk/ena/browser/view/DQ241826	EF197888	https://www.ebi.ac.uk/ena/browser/view/EF197888	HQ315833	https://www.ebi.ac.uk/ena/browser/view/HQ315833	JQ319661	https://www.ebi.ac.uk/ena/browser/view/JQ319661	KJ609176	https://www.ebi.ac.uk/ena/browser/view/KJ609176	KR445687	https://www.ebi.ac.uk/ena/browser/view/KR445687											AAF61439.1	https://www.ebi.ac.uk/ena/browser/view/AAF61439.1	AAK15697.1	https://www.ebi.ac.uk/ena/browser/view/AAK15697.1	AAK15696.1	https://www.ebi.ac.uk/ena/browser/view/AAK15696.1	CAB94691.1	https://www.ebi.ac.uk/ena/browser/view/CAB94691.1	AAF98444.1	https://www.ebi.ac.uk/ena/browser/view/AAF98444.1	ABB51572.1	https://www.ebi.ac.uk/ena/browser/view/ABB51572.1	ABM88787.1	https://www.ebi.ac.uk/ena/browser/view/ABM88787.1	ACL15394.1	https://www.ebi.ac.uk/ena/browser/view/ACL15394.1	ADU25497.1	https://www.ebi.ac.uk/ena/browser/view/ADU25497.1	AFA34434.1	https://www.ebi.ac.uk/ena/browser/view/AFA34434.1	AIC83777.1	https://www.ebi.ac.uk/ena/browser/view/AIC83777.1	ALJ03212.1	https://www.ebi.ac.uk/ena/browser/view/ALJ03212.1	BAW34953.1	https://www.ebi.ac.uk/ena/browser/view/BAW34953.1	PWA56512.1	https://www.ebi.ac.uk/ena/browser/view/PWA56512.1	ACM80358.1	https://www.ebi.ac.uk/ena/browser/view/ACM80358.1																																																																		
Q9C1W3	CU329671	https://www.ebi.ac.uk/ena/browser/view/CU329671																																																									CAC22613.1	https://www.ebi.ac.uk/ena/browser/view/CAC22613.1	NP_595351.1	https://www.ncbi.nlm.nih.gov/protein/NP_595351.1																																																	NP_595351.1	NM_001021259.2	https://www.ncbi.nlm.nih.gov/protein/NP_595351.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001021259.2																																								
Q9C446	HM171111	https://www.ebi.ac.uk/ena/browser/view/HM171111																																																									AAK11531.1	https://www.ebi.ac.uk/ena/browser/view/AAK11531.1																																																																																														
